nhName,boundaryPoints
Ellerslie Industrial,"MULTIPOLYGON (((-113.47956634287901 53.40546504407237, -113.47498163481917 53.405465244226434, -113.47457679133939 53.405467113172804, -113.47457695479906 53.405375566990735, -113.47364576319228 53.40537557358459, -113.47364108271816 53.40118002005975, -113.47363986018347 53.39963965112911, -113.4736354332989 53.39593719194976, -113.47363451496501 53.39575658107894, -113.47955121510854 53.39574568186754, -113.49197467742596 53.3957211767693, -113.49252394113019 53.39572288624962, -113.49407489925599 53.3957264383289, -113.50713732115658 53.39575827870221, -113.50893085051224 53.395762900080165, -113.50311250187004 53.40537848769367, -113.50004817864033 53.41009479419254, -113.49750081606786 53.410109581943175, -113.49500487074513 53.41365141977925, -113.49439063695132 53.414937936640925, -113.49398518728137 53.41627099186706, -113.49385762760593 53.41747743779387, -113.49330587411488 53.432236073237824, -113.49234660032762 53.43223614844859, -113.4917151398437 53.43223678836209, -113.4829721627308 53.43224339808149, -113.48297204334604 53.43224842381489, -113.48251357077021 53.43224372274909, -113.4698851184724 53.432252138323896, -113.46894900816206 53.43225253227593, -113.46806962283728 53.4322532195482, -113.46737508159781 53.432253573946, -113.46772907019052 53.431861744011535, -113.4683720620657 53.431312338525665, -113.46919477891952 53.430786920901305, -113.46993624950034 53.430380363809746, -113.47123764443302 53.429720037995914, -113.47182140037367 53.429371507979646, -113.47238043676165 53.428942227145235, -113.47279434220691 53.428503082284976, -113.47319993209565 53.42797210671106, -113.47350457753338 53.42737644851482, -113.47366845534441 53.42627489252798, -113.47376828699664 53.424937307877705, -113.47377919257599 53.42455304069891, -113.47392204249623 53.42402007885469, -113.4742942193591 53.42330724801169, -113.47484034038285 53.42259958736078, -113.47555461022999 53.42177532261236, -113.47737172978063 53.41996612732345, -113.47895127399539 53.41842849100386, -113.48008757204738 53.417124889126534, -113.48121450781716 53.415550500288596, -113.48208277823211 53.413950676361985, -113.48268549769479 53.41254723143703, -113.48311596398452 53.41129573185403, -113.48333951067856 53.41011791798708, -113.47956887799648 53.410247923450285, -113.4795679477487 53.40818174730215, -113.47956634287901 53.40546504407237)))"
Elmwood,"MULTIPOLYGON (((-113.61531596616004 53.5195544726013, -113.61079464388335 53.51956130920909, -113.60883326720372 53.51953605633195, -113.60545383294006 53.51953488604877, -113.60287825050072 53.519522469759465, -113.59961006892549 53.51951594237018, -113.59665273290202 53.51948744853926, -113.59668461372864 53.51685447105504, -113.59671689107482 53.51517275106796, -113.59672251490336 53.51191520168299, -113.60338998528273 53.51206911074653, -113.61190088902214 53.51209836147993, -113.6152469960468 53.51210780728721, -113.61531596616004 53.5195544726013)))"
Elmwood Park,"MULTIPOLYGON (((-113.45815100008677 53.5777176300996, -113.45897764115786 53.577071953579846, -113.4591753797785 53.576722367305486, -113.45997687534114 53.576720687751916, -113.46182083939719 53.576726338093195, -113.46550198664181 53.57672600599239, -113.46731084143175 53.57672605054705, -113.46730521405858 53.57828662139068, -113.46729618738671 53.57984449096734, -113.46731157749656 53.58139494112889, -113.46733374470276 53.582230180353854, -113.45700644520129 53.58246208078483, -113.45610383902539 53.58238251064903, -113.45514037530813 53.582104546773365, -113.4544316486721 53.58174283273936, -113.45298760380206 53.58055603065081, -113.45465320976523 53.57951833981012, -113.45571355953537 53.579236073519844, -113.45661459389225 53.578819829396714, -113.45689967686799 53.57862347869746, -113.45734654418987 53.57829973313671, -113.45815100008677 53.5777176300996)))"
Elsinore,"MULTIPOLYGON (((-113.50561771986665 53.640412078483834, -113.50563465992451 53.64067241853751, -113.50585171244246 53.640664501993655, -113.50606792035141 53.64065064961941, -113.50628282418661 53.6406308908522, -113.5064959672562 53.64060526768141, -113.50670689661231 53.64057383455859, -113.50691516401413 53.64053665828218, -113.50689198382042 53.642532830854755, -113.50522104269535 53.64252678380331, -113.50429239720533 53.642522921293654, -113.50429280966631 53.64330077844827, -113.50428943631265 53.64416776951929, -113.50429962630893 53.64427928154556, -113.50433933262765 53.64442122105782, -113.50433212119701 53.64485511377582, -113.5042868443128 53.64483493781499, -113.5042843485459 53.645470675372586, -113.50306512265806 53.6454556711093, -113.50153536336758 53.645436572842264, -113.49952839014374 53.645411064887355, -113.49791854579578 53.64495457091399, -113.49746789195078 53.64463857777244, -113.49700973053399 53.64431659214383, -113.49556263698025 53.64330079791921, -113.49240116017103 53.6433004585439, -113.49192852965686 53.64330104918537, -113.49189194512665 53.640923336717634, -113.49188910113986 53.638452689783186, -113.49208120470605 53.637894669957205, -113.49211807963522 53.636059481000714, -113.49285536030156 53.63605765851659, -113.49573468330982 53.63605744132262, -113.49609355024276 53.63605755347206, -113.49806443575535 53.636057240030084, -113.49847551974838 53.63605683865339, -113.50564242163999 53.636056108808816, -113.50564274239133 53.636873988139044, -113.50478762790934 53.63686862009788, -113.50436927029784 53.63685356847276, -113.5047623737526 53.63726989958253, -113.50479222987562 53.63730131863322, -113.50490768971896 53.637533988446094, -113.50495567807855 53.63768920073164, -113.50499900180033 53.63782821127815, -113.50500868013472 53.637860478324924, -113.50501695804931 53.63805371992738, -113.50502372990064 53.638182848450384, -113.50496072016385 53.63850544861692, -113.50522967971817 53.63854195865602, -113.50570847028212 53.638699828582354, -113.5056888373427 53.63936525926884, -113.50554978028332 53.63936735850564, -113.50561771986665 53.640412078483834)))"
Empire Park,"MULTIPOLYGON (((-113.49896753541114 53.488241572222435, -113.49764796313092 53.488153602500674, -113.49491404902271 53.48813123360762, -113.49490857439275 53.485546592808475, -113.49493975580758 53.483851016504666, -113.49500371396957 53.48311373591834, -113.4955574359496 53.480471903450415, -113.49796900375051 53.48048714711894, -113.5002188470318 53.4806060164978, -113.50427042789582 53.481169331169596, -113.51122135742935 53.482367625776796, -113.51680958883705 53.483060974676434, -113.51672138177419 53.488199381899825, -113.51400774413544 53.48821412304204, -113.51097124381715 53.48824921599386, -113.50794611205203 53.48825499554517, -113.506152688169 53.48825812528508, -113.50437447507211 53.488260625500175, -113.50282395342053 53.48825118533435, -113.50032443653623 53.48824897687317, -113.49896753541114 53.488241572222435)))"
Ermineskin,"MULTIPOLYGON (((-113.5153602200633 53.461315398597094, -113.5121745902949 53.46131663917927, -113.5117635826084 53.46132136743894, -113.50416889914588 53.461333538459165, -113.50202518955777 53.46133665833737, -113.50147115958502 53.4613379184954, -113.50034795622206 53.46133866365271, -113.49753746636463 53.4613419427459, -113.49726870942037 53.46134307860407, -113.49706919687007 53.46134250609184, -113.4951985497149 53.46134489840678, -113.49486862915865 53.46035621865765, -113.49477939944451 53.46026801846197, -113.49483086930825 53.4590085007944, -113.49494377967639 53.459008638397385, -113.49496446670454 53.45847705699414, -113.49500062219134 53.457499138953196, -113.49501288422267 53.45719252166006, -113.49502709377505 53.456869205223846, -113.49504459678539 53.456399968550286, -113.49507372134016 53.455671755068686, -113.49349808981233 53.45564933843342, -113.492487294456 53.45563140113136, -113.49252496641842 53.45399205750563, -113.50146595479028 53.453935515144046, -113.5089936090585 53.45393408304734, -113.51311971457946 53.453935100813936, -113.516449068725 53.453947717935606, -113.51647274780746 53.46116689435097, -113.51646895099533 53.46131397564883, -113.51632210005155 53.461313798372586, -113.5153602200633 53.461315398597094)))"
Evansdale,"MULTIPOLYGON (((-113.47970029870794 53.6152271386194, -113.47623664663439 53.61561158319339, -113.4744820422431 53.6158162210957, -113.4731808787134 53.61590027235317, -113.4674204545053 53.61591375444001, -113.46742798260262 53.610538856185805, -113.46743523571406 53.60691755885339, -113.46961818955656 53.60690984975463, -113.47022601929541 53.60689581095175, -113.47086485888067 53.60685578200864, -113.4715850828474 53.606767279197136, -113.47225008266139 53.606645830070825, -113.47373112695321 53.6063652736457, -113.47641979230873 53.6058984811946, -113.47672620998279 53.60585027816153, -113.4779143647951 53.60576846613057, -113.48101443948326 53.605768565180774, -113.48173969843924 53.605811862524945, -113.4824407929969 53.605915397805376, -113.48510468465751 53.606306092276874, -113.48850157059921 53.60679389522115, -113.488933001326 53.606820031912164, -113.49168085687265 53.606784967555676, -113.49170507787457 53.60810574183392, -113.49171395279058 53.61275181411882, -113.49179330220164 53.614032553715944, -113.48966991380574 53.6140237367952, -113.48906656552556 53.61404155038072, -113.48794288078807 53.614190044322235, -113.48600883911077 53.61444001996334, -113.47970029870794 53.6152271386194)))"
Evergreen,"MULTIPOLYGON (((-113.35655742353303 53.628627692866154, -113.35663529510504 53.628719142385506, -113.3566336997267 53.63509838856763, -113.35659136023612 53.63506640866511, -113.35637888936452 53.635163764362524, -113.35490460695748 53.63581895162886, -113.35503598997752 53.635923278620304, -113.34484540286118 53.635948225569265, -113.34448991865308 53.63594839635949, -113.34432805897818 53.635948318550696, -113.34433789125129 53.62860613650149, -113.35064260212914 53.628623071861476, -113.35655742353303 53.628627692866154)))"
Falconer Heights,"MULTIPOLYGON (((-113.58152230640336 53.468475678491785, -113.58484970880157 53.46454837478997, -113.58616607634508 53.46292183161287, -113.58691654609237 53.46189059514733, -113.58761659820857 53.46188690813109, -113.58768812001776 53.46188767865265, -113.58999859972485 53.461890148318716, -113.58999756977079 53.46134225222034, -113.59030028008333 53.46134281856206, -113.59030122002343 53.46183258865875, -113.59030164317626 53.46189029955789, -113.59041634005665 53.46189057845929, -113.59064476800992 53.46189258784178, -113.59430171208317 53.46190019607946, -113.59430589435459 53.46227900579865, -113.59425727519968 53.46272943626132, -113.59408284649287 53.463246756167244, -113.59367817980184 53.46404427290042, -113.59349826574011 53.46478535511668, -113.59353043963483 53.4653059997664, -113.59360203514986 53.465732709317265, -113.59375770987909 53.46615970465833, -113.5947107000763 53.4680661736086, -113.5953337316241 53.46930702903652, -113.59553742744596 53.469780334874635, -113.59560715382025 53.470172290083795, -113.59553945634627 53.47054710066336, -113.59538993693008 53.47088130345007, -113.59516114845903 53.471215237522884, -113.59482274024477 53.47153424696867, -113.59404439396161 53.472098848430534, -113.59221714599836 53.471196716494816, -113.59085501581983 53.47073798085237, -113.58921310035541 53.47030833523697, -113.58463688066388 53.46921757946885, -113.58152230640336 53.468475678491785)))"
Forest Heights,"MULTIPOLYGON (((-113.4464524703108 53.54311535839246, -113.44532140380412 53.54311499753745, -113.44532125992241 53.54320544857549, -113.4453217198272 53.5436028885533, -113.4445646015729 53.54360252630912, -113.44456295371461 53.54377337796322, -113.44384671432766 53.543773662346716, -113.44332424417509 53.54378164969373, -113.44331624916103 53.54311648291955, -113.44330903010422 53.54153629664658, -113.44329857496369 53.541216327914974, -113.44326035844294 53.53785536221166, -113.44319508284707 53.537686011248326, -113.44294021290287 53.53753292567055, -113.44455959838842 53.53753339675681, -113.44612951002587 53.53753363091713, -113.44927617730777 53.53753366657497, -113.45345162239694 53.53753212139068, -113.4561557309794 53.53752305345722, -113.46031512039312 53.538270666679566, -113.46095537127366 53.53838930607239, -113.46146268017769 53.53848479940588, -113.46202866376491 53.53858055454421, -113.46243900154884 53.53861152715873, -113.46284963487507 53.5386191977645, -113.46327975217281 53.53863277988813, -113.46313818968821 53.53872470154712, -113.46081430985501 53.53986943833642, -113.460096469936 53.540476848336226, -113.45941513976027 53.54101161854472, -113.45898765002036 53.54113853862258, -113.4589863734206 53.54121921229982, -113.45684121189997 53.54122941543008, -113.45699749197759 53.541748774344036, -113.45706107145234 53.5419631975784, -113.4571048142779 53.5421793750156, -113.45712854768445 53.54239663733299, -113.4571348776602 53.542614326373965, -113.45705299737247 53.54312327734978, -113.45704092597137 53.544731324407486, -113.45704099890126 53.54633877799049, -113.45703781168424 53.547844974215494, -113.45712540976984 53.54785783834632, -113.45873768968546 53.54785854853458, -113.45897326012683 53.547800558630904, -113.4594170502703 53.5475366183273, -113.45963148022093 53.547664498338406, -113.46002058010566 53.54803971862664, -113.46016663437032 53.548181894809304, -113.46016535974132 53.5491669015053, -113.45736437422686 53.5491655878074, -113.45714882023212 53.54916588706211, -113.45715017781717 53.54931038549965, -113.45712697691978 53.54958235104344, -113.45712696169579 53.549781366801, -113.45727853912305 53.54978137572537, -113.45727782733204 53.55014043075158, -113.45712709536912 53.55014033580629, -113.45712714721435 53.55031452243806, -113.45446461004028 53.55103063864184, -113.4501106402764 53.55172214842279, -113.45011097013487 53.55163509851545, -113.44312899032545 53.552567838449995, -113.44023852014904 53.553259378332505, -113.44021171771364 53.553265562289106, -113.44018517999967 53.55327213865088, -113.44007821638988 53.55326643258677, -113.43997277595712 53.55325429657299, -113.43986994586507 53.55323585574043, -113.43977078635928 53.553211300227055, -113.43967631983446 53.55318088321678, -113.43958752029157 53.55314491832922, -113.43957236903026 53.55313795574375, -113.4395574318162 53.55313083104211, -113.43954271354029 53.55312354655722, -113.43952821902182 53.55311610467425, -113.43951395300674 53.553108507830075, -113.43949992016621 53.55310075851216, -113.43943842270888 53.55306325686875, -113.43938240018515 53.55302282752454, -113.4393322440918 53.55297975301986, -113.43928830492489 53.55293433437959, -113.43925088973057 53.55288688900969, -113.43922025995995 53.55283774847849, -113.4393731200632 53.55198717865218, -113.43937971201251 53.5501899882199, -113.43947187446344 53.550135345573715, -113.44007659964788 53.550136072727234, -113.44007597787498 53.549746295370625, -113.44152776021798 53.549566680550775, -113.44152686083686 53.54934094565068, -113.44168223012855 53.54934080128562, -113.44168380006055 53.54920936846745, -113.4411748800326 53.54896440852876, -113.44099047005464 53.548842188696874, -113.4409520497987 53.548717378722465, -113.4406786602198 53.54842227861719, -113.44029322018093 53.5481396897711, -113.4411625650825 53.54815126725425, -113.44120815888007 53.54808411808554, -113.4425672220125 53.547351905176484, -113.44299746909073 53.54735123963654, -113.44299969358744 53.546435043729765, -113.44316524149448 53.54632103978372, -113.44373891409441 53.5463228081769, -113.44373963598814 53.54623967251697, -113.44374307656588 53.54511966256283, -113.44383499142126 53.54511969500635, -113.44383536153147 53.544999240422534, -113.44442447383061 53.544999446025216, -113.44458168114288 53.544999859541015, -113.44464606447382 53.544842929348306, -113.44482472720723 53.54463848741229, -113.44505400026716 53.54448887352821, -113.44542275630052 53.54432680364459, -113.4458313520485 53.54420204079707, -113.44615177103294 53.54413764454721, -113.44614986365794 53.543790382064586, -113.4463120723694 53.54364063973083, -113.44645623049917 53.54353963107486, -113.44665793524622 53.54344409059412, -113.44688978310825 53.54337352405056, -113.44715179923689 53.54332602101135, -113.4477261799791 53.54328064089905, -113.44787661911339 53.543269028656304, -113.44787866987524 53.5431158384514, -113.44787921896894 53.54289662853115, -113.448468579103 53.54254085844181, -113.44816980910225 53.542540618578606, -113.44817166882959 53.541850288461745, -113.4485626887091 53.541774038670695, -113.44930120336277 53.541774778556764, -113.44930184688587 53.54121896729415, -113.44773107507258 53.54121829410422, -113.44771263882612 53.54130897875452, -113.44771179134506 53.541678757887716, -113.44720356339424 53.54167835369768, -113.44714326881521 53.54171389839883, -113.44714284891332 53.542124648432534, -113.4464535390396 53.54212409855161, -113.4464524703108 53.54311535839246)))"
